"","assists","baronKills","bountyLevel","champExperience","champLevel","championId","championName","championTransform","consumablesPurchased","damageDealtToBuildings","damageDealtToObjectives","damageDealtToTurrets","damageSelfMitigated","deaths","detectorWardsPlaced","doubleKills","dragonKills","firstBloodAssist","firstBloodKill","firstTowerAssist","firstTowerKill","gameEndedInEarlySurrender","gameEndedInSurrender","goldEarned","goldSpent","individualPosition","inhibitorKills","inhibitorsLost","item0","item1","item2","item3","item4","item5","item6","itemsPurchased","killingSprees","kills","lane","largestCriticalStrike","largestKillingSpree","largestMultiKill","longestTimeSpentLiving","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","neutralMinionsKilled","nexusKills","nexusLost","objectivesStolen","objectivesStolenAssists","participantId","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","profileIcon","puuid","quadraKills","riotIdName","riotIdTagline","role","sightWardsBoughtInGame","spell1Casts","spell2Casts","spell3Casts","spell4Casts","summoner1Casts","summoner1Id","summoner2Casts","summoner2Id","summonerId","summonerLevel","summonerName","teamEarlySurrendered","teamId","teamPosition","timeCCingOthers","timePlayed","totalDamageDealt","totalDamageDealtToChampions","totalDamageShieldedOnTeammates","totalDamageTaken","totalHeal","totalHealsOnTeammates","totalMinionsKilled","totalTimeCCDealt","totalTimeSpentDead","totalUnitsHealed","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","turretKills","turretsLost","unrealKills","visionScore","visionWardsBoughtInGame","wardsKilled","wardsPlaced","win","raph_score"
"1",4,0,0,14213,15,1,"Annie",0,2,2660,2660,2660,9992,9,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10735,10150,"TOP",0,3,1026,3157,3020,6653,3916,1011,3340,17,0,4,"TOP",0,0,1,347,78550,11916,11777,0,0,1,0,0,1,0,17656,770,5992,4862,"xKzGh418x9pTaHvU1sSilkYgFSO6l6h65QvHQiI_--4QPlBgajKT9AsvwkVmb2wVYIQMKYfYKJqncg",0,NA,NA,"SOLO",0,186,45,55,13,4,14,5,4,"XbFHObt5CQ0vfvjIoy4F-4QW-BgWrAVCGKH_O5B7KkCRN8E",165,"Howeyourfelling",FALSE,100,"TOP",16,1809,99506,13266,342,19699,404,85,195,204,284,3,0,3300,580,1929,1,10,0,14,0,0,9,FALSE,2.28088247684348
"2",7,0,1,13816,15,163,"Taliyah",0,1,1161,1161,1161,8537,9,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12080,10575,"MIDDLE",0,3,6656,3040,2033,3020,1058,1058,3340,17,2,9,"MIDDLE",0,4,1,435,117697,20435,10862,17,0,1,0,0,2,0,10847,1145,11322,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SOLO",0,153,47,85,6,6,14,5,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",245,"Duckyyy",FALSE,100,"MIDDLE",26,1809,135009,23174,0,24115,2528,0,156,582,256,1,0,6463,1593,1930,0,10,0,22,1,2,8,FALSE,4.2771520371829
"3",4,0,0,11401,13,141,"Kayn",1,0,106,6297,106,19422,10,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7639,7275,"JUNGLE",0,3,6630,2031,3111,3044,1028,1037,3340,12,0,1,"JUNGLE",0,0,1,337,5311,0,17290,96,0,1,0,0,3,0,83262,4135,17280,746,"s4zejUp0TMLJflwnXqbMMzkYDg38PZx5QGyCwlS1DUpqnuYN1-eD5p6Pxu_xvW4t6fzEUddHoC8DkA",0,NA,NA,"NONE",0,96,52,31,6,4,4,10,11,"LlmSuOLD2GwLyA8di9p_EfTAOzLNjEheIaOoW6jwf0mCpmZA",45,"notKido",FALSE,100,"JUNGLE",6,1809,97192,4135,0,37634,10931,0,29,226,273,1,0,8618,0,3064,0,10,0,11,0,1,5,FALSE,2.46486241165851
"4",5,0,0,11943,14,29,"Twitch",0,6,1689,3398,1689,8625,8,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11983,11650,"BOTTOM",0,3,3085,3031,6671,3006,1036,1056,3363,26,1,7,"BOTTOM",397,2,1,602,2330,1092,6916,16,0,1,0,0,4,0,111490,12033,12274,4737,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,30,46,35,12,4,4,5,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",278,"onion head",FALSE,100,"BOTTOM",8,1809,132191,15320,0,21010,1909,495,175,417,243,3,0,18369,2195,1819,1,10,0,26,3,6,11,FALSE,4.06188132912985
"5",7,0,0,10437,13,18,"Tristana",0,14,1803,1875,1803,7155,7,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7531,6985,"UTILITY",0,3,3864,4633,2055,3006,1043,1052,3364,29,0,1,"BOTTOM",0,0,1,407,12114,1196,8935,2,0,1,0,0,5,0,38885,3826,9805,4918,"GG_f8JuG5XuykXchchEy9gOi8FqgCK2oLx5INAhLlf11XWOa5TOdWcBJsw-tuNuJwUioGrv_yoifZw",0,NA,NA,"SUPPORT",0,22,25,39,5,5,14,3,4,"M-Sr8O_BGkOzJ8F5KCJfF5sv8LV2u-BlfCC9AA9R5uVk-7w",293,"jam cham",FALSE,100,"UTILITY",7,1809,51436,5460,0,19931,2655,0,41,65,150,1,0,437,437,1190,0,10,0,59,6,7,26,FALSE,2.9838458354887
"6",16,1,0,17103,17,887,"Gwen",0,3,14290,28170,14290,29740,6,1,0,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,16052,13325,"MIDDLE",1,0,1056,3135,3157,3111,3115,4633,3340,20,4,12,"MIDDLE",0,4,1,445,102577,20933,13487,26,1,0,0,0,6,0,39206,6517,21223,1387,"72UOWSd_rNXWBqGL9dMGCB7zWXyANkBOlm2fQZOqXJrVh7r8Zll9JlrQQn4rMEqF_Yz9a4rp2cI05Q",0,NA,NA,"SOLO",0,121,24,105,31,4,4,4,12,"vnZrrMtFauS2qXVWTFVQEqW_1xXhqq3NeEctooAsHBjOk9U",196,"teekayy",FALSE,200,"MIDDLE",7,1809,178822,34446,0,38951,15729,0,180,165,203,1,0,37039,6995,4241,5,2,0,18,1,0,10,TRUE,9.69771858566563
"7",13,0,0,13387,15,876,"Lillia",0,6,0,28142,0,11792,5,6,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9781,8335,"JUNGLE",0,0,3158,6653,3157,1052,0,0,3364,21,1,3,"JUNGLE",0,2,2,1140,83617,7558,10590,120,0,0,0,0,7,0,16711,355,13237,4904,"LEbGgdjQGSE4qdg2y-BF907gpIL_j2T6gvstwfUBFAlL-QZQlJCCzWlsRQ-k63x4eERQyzJbFHzFSg",0,NA,NA,"NONE",0,149,60,85,7,3,4,14,11,"rbIApqpWfTU70n83PYW25EextXZNuGU9M3rx4gsw42YfQZk",318,"pinkiozou",FALSE,200,"JUNGLE",17,1809,138142,9911,0,25989,9489,0,29,267,155,1,0,37812,1997,2162,1,2,0,25,6,5,7,TRUE,7.76666849727692
"8",10,0,0,14943,16,115,"Ziggs",0,3,13298,18124,13298,6181,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11784,10675,"TOP",0,0,1056,3157,3020,4637,6653,0,3340,16,1,6,"TOP",0,5,1,1582,95494,16329,6731,12,0,0,0,0,8,0,15839,350,5869,4911,"f7dCQTT5LxuPNzZq-pGQSaeKDqGwjWlBN0c5nMI4rcfHKxnEgYpcMIlZjdMRDaO4L9tYsPhmWxkSFA",0,NA,NA,"SOLO",0,91,74,35,9,3,4,3,12,"HKccTatcL3Sh1LVAblgjKZ58OArCzimgvRzhzmGMMYHT2Jzg",72,"MogiBeef",FALSE,200,"TOP",10,1809,124683,16679,0,15330,2703,0,150,155,96,1,0,13350,0,2729,2,2,0,30,1,2,10,TRUE,7.44441575727974
"9",5,0,7,13512,15,202,"Jhin",0,3,2643,7547,2643,5588,5,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14905,12850,"BOTTOM",2,0,3009,3031,6671,6676,3086,1042,3364,28,3,17,"BOTTOM",1108,7,4,481,9581,1074,4487,12,0,0,0,0,9,0,127958,19423,7940,4745,"1VELwk03Cw27Byh_HVSZbOe-zK1dfB8cQIDA6UAZ0kBh7BmDqsbv4jXGuhKRJ9OkoUig4xWFwPvNJQ",1,NA,NA,"CARRY",0,69,32,39,22,5,4,5,7,"JFYb5Hgc8Hj_avcl2bMf15gvTrhlNjdpafonITQKM2VksZN_",96,"Snorflex711",FALSE,200,"BOTTOM",22,1809,138317,20804,0,13279,4176,825,168,151,156,2,1,776,306,852,1,2,0,22,2,4,8,TRUE,8.36136291136543
"10",10,0,3,11623,14,143,"Zyra",0,10,957,3062,957,4234,4,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8690,5835,"UTILITY",0,0,3853,2065,1011,1052,3158,0,3364,22,1,5,"BOTTOM",0,3,1,335,17712,6815,2839,0,0,0,0,0,10,0,2908,278,5339,4404,"oD1YKN4FJJtvT8BEEAXtEsIk0nwBA2CWiq2kGGsANoUnRa7tMhtkSNciNkVOoUrioNOw7e0x5U4TYQ",0,NA,NA,"SUPPORT",0,42,48,24,4,4,14,3,4,"m2r98_YEPZttS-CYOtemzthoCHUZM3TENgxA7qqwZPNmryQ",95,"Brialdur II",FALSE,200,"UTILITY",20,1809,21255,7727,0,8999,600,0,17,75,63,1,0,634,634,821,1,2,0,57,6,6,25,TRUE,4.91472777006252
"11",1,0,0,6794,10,887,"Gwen",0,2,0,0,0,5113,4,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4166,3100,"TOP",0,0,1056,4635,2031,1026,1001,0,3340,9,0,0,"NONE",0,0,0,263,12565,1691,380,0,0,0,0,0,1,0,15373,1212,7742,28,"TRqh0q48yZrYjAi6rQQchdanbSBy73GH9RKCEd-nhivFdF3XZz5WHuxMS6xQav7RI1Z-YZ44QcrN6g",0,NA,NA,"DUO",0,38,8,16,5,1,12,1,4,"nr628JAnfnebs03RybmxfYSA5fmUjokK3W9tBPaFvSGkbXw",180,"captnfalcon",FALSE,100,"TOP",1,929,33863,3712,0,8562,1121,0,95,10,85,1,0,5924,809,440,0,4,0,1,0,0,1,FALSE,1.12673977673167
"12",1,0,1,6686,10,25,"Morgana",0,1,0,4337,0,5889,4,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5765,3875,"JUNGLE",0,0,3802,2031,3108,3020,0,0,3364,12,0,1,"NONE",0,0,1,260,68483,3552,5074,108,0,0,0,0,2,0,9591,425,9762,4302,"0Tu1noRA2zgzo7EjLkgS6QljQFUP643LD__1Gg7ne4m6y3zmlmbI6zLX8HXHkLMX_nO-RPryO5dh4w",0,NA,NA,"SUPPORT",0,38,67,6,3,1,4,9,11,"sWeX3fGkgRimuh9gq98J_VJ0JSpwK974V0s7PwQMvILw2tdX",116,"kardiackev",FALSE,100,"JUNGLE",21,929,82443,4454,0,15352,8701,0,2,192,74,1,0,4368,476,515,0,4,0,16,1,1,2,FALSE,2.92308888004197
"13",0,0,0,6593,10,101,"Xerath",0,4,378,378,378,2271,6,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5187,5275,"MIDDLE",0,0,6655,0,3020,0,2055,0,3340,12,1,4,"NONE",0,2,1,291,31223,5491,4725,0,0,0,0,0,3,0,6202,420,2760,503,"DSSm9VPI8rdoxoEBrMqROGJcM0vg0WRTUgsRoebvHkxbj_Qghcj9PFdm-x31peb8gfBFX3mLrITGsw",0,NA,NA,"SUPPORT",0,40,28,11,4,2,14,2,4,"2K6irfDsfp8aHw4mcdFxlP38DJ3pr0ZIEWdhCt2hU_kM",221,"slimTHICK",FALSE,100,"MIDDLE",11,929,37631,6117,0,8319,62,0,71,132,162,1,0,206,206,833,0,4,0,4,1,0,3,FALSE,1.82033470085704
"14",0,0,0,4665,8,222,"Jinx",0,3,470,470,470,2377,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4404,4300,"BOTTOM",0,0,1055,6672,1001,0,0,0,3340,8,0,1,"NONE",210,0,1,676,953,177,3571,0,0,0,0,0,4,0,30018,2383,3006,1426,"Bp7gXugXai-Woq9YPE-yZ3rwLEe-SYyaPqHFuJEqxHXM6p7hdK-J33fvPIOsMFuBAXluKBc3R6iodQ",0,NA,NA,"SUPPORT",0,21,20,8,1,2,7,2,4,"-AXEi052n_b-iix8l-0RQiLe0MSKOZr-_B8lLavXVclxllw",98,"RiosIsLegit",FALSE,100,"BOTTOM",7,929,30972,2561,0,6654,954,150,72,23,43,2,0,0,0,76,0,4,0,8,0,3,5,FALSE,1.9913124740247
"15",2,0,0,3591,7,37,"Sona",0,4,0,0,0,1950,2,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3343,2100,"UTILITY",0,0,3851,3067,3070,1004,0,0,3364,11,0,0,"NONE",0,0,0,779,2691,2037,2455,0,0,0,0,0,5,0,1330,699,2655,1159,"c72tAjrn-wJLKcy_-kOJSXUiBg-c1Qug3zMhLtILA3yXhWywQwrUQ7ttNI7FNEIqkI6CtXPIATmH1A",0,NA,NA,"SUPPORT",0,19,24,41,2,2,14,2,4,"y1-yfdH7VQj4T_Hee-i026yZvJgjVGcAfFjlpn6RxICoXVeh",79,"Chiseh",FALSE,100,"UTILITY",1,929,4280,2995,1087,5200,2151,1374,4,7,42,3,0,258,258,89,0,4,0,22,2,3,11,FALSE,2.34842346505161
"16",1,0,0,5720,9,86,"Garen",0,4,206,7268,206,8382,2,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4635,4275,"JUNGLE",0,0,1028,6029,0,3111,3051,0,3340,13,0,1,"NONE",0,0,1,653,4320,0,3492,80,0,0,0,0,6,0,49952,1409,8879,4862,"xKzGh418x9pTaHvU1sSilkYgFSO6l6h65QvHQiI_--4QPlBgajKT9AsvwkVmb2wVYIQMKYfYKJqncg",0,NA,NA,"SUPPORT",0,51,16,39,1,9,11,2,4,"XbFHObt5CQ0vfvjIoy4F-4QW-BgWrAVCGKH_O5B7KkCRN8E",165,"Howeyourfelling",FALSE,200,"JUNGLE",5,929,60438,1801,0,12390,5151,0,10,89,51,1,0,6165,391,18,1,0,0,9,1,2,5,TRUE,3.32309097702614
"17",3,0,4,8989,12,163,"Taliyah",0,1,2481,2481,2481,2881,2,1,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,7819,5910,"MIDDLE",0,0,6656,0,2033,3070,1052,3020,3340,14,2,8,"NONE",0,4,3,605,47424,8938,5636,0,0,0,0,0,7,0,8692,786,2971,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SUPPORT",0,77,25,44,3,3,14,2,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",245,"Duckyyy",FALSE,200,"MIDDLE",8,929,56692,10300,0,8863,1103,0,106,239,40,1,1,575,575,255,1,0,0,3,1,0,3,TRUE,5.01932977115209
"18",0,0,0,8107,11,875,"Sett",0,1,6491,6491,6491,4812,1,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6973,6800,"TOP",0,0,6631,1054,3111,1053,1043,0,3340,11,1,6,"NONE",0,6,2,901,0,0,3077,0,0,0,0,0,8,0,50241,6625,3847,746,"s4zejUp0TMLJflwnXqbMMzkYDg38PZx5QGyCwlS1DUpqnuYN1-eD5p6Pxu_xvW4t6fzEUddHoC8DkA",0,NA,NA,"SUPPORT",0,34,6,16,2,2,4,3,14,"LlmSuOLD2GwLyA8di9p_EfTAOzLNjEheIaOoW6jwf0mCpmZA",45,"notKido",FALSE,200,"TOP",10,929,53818,7362,0,8101,708,0,88,102,0,1,0,3576,736,1176,1,0,0,4,0,0,3,TRUE,4.56183739569584
"19",2,0,1,4580,8,21,"MissFortune",0,1,2288,4667,2288,1375,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5619,4950,"BOTTOM",0,0,1055,1083,2031,6691,1001,1036,3340,12,0,1,"NONE",418,0,1,0,2101,648,1273,0,0,0,0,0,9,0,35546,5474,2341,4737,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"SUPPORT",0,29,21,14,4,1,4,2,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",278,"onion head",FALSE,200,"BOTTOM",4,929,37647,6123,0,3656,1421,177,92,67,0,2,0,0,0,42,1,0,0,3,0,0,3,TRUE,2.38335521960234
"20",3,0,2,5556,9,134,"Syndra",0,6,897,1384,897,1085,1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5352,4425,"UTILITY",0,0,3853,3802,3070,3020,1026,2055,3364,14,1,2,"NONE",0,2,1,212,20220,5232,1305,0,0,0,0,0,10,0,3926,300,1646,4918,"GG_f8JuG5XuykXchchEy9gOi8FqgCK2oLx5INAhLlf11XWOa5TOdWcBJsw-tuNuJwUioGrv_yoifZw",0,NA,NA,"SUPPORT",0,46,55,21,3,2,14,2,4,"M-Sr8O_BGkOzJ8F5KCJfF5sv8LV2u-BlfCC9AA9R5uVk-7w",293,"jam cham",FALSE,200,"UTILITY",23,929,26164,5784,0,3209,44,0,23,129,10,1,0,2016,251,258,0,0,0,19,3,0,11,TRUE,2.96815020148233
"21",13,0,0,19195,18,516,"Ornn",0,2,1969,4544,1969,105355,6,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,17792,19200,"TOP",0,2,3193,7004,3143,3110,3047,3075,3340,31,3,14,"TOP",31,8,2,818,132211,35215,6768,8,0,1,0,0,1,0,75772,12915,30707,685,"sNCPkQJ7UEKiMtODWJkAqnG0_TrlMmg48nhtKSsfke9L8W4T7K20VGebkdS-m5xne-wA8daa0Hei3w",0,NA,NA,"SOLO",0,117,160,59,32,5,12,6,4,"LYt0RFfP8TE9De4jbkRZJl90Eh6SZrUULNoUU76UzK0DqPxX",322,"JayJeyJ",FALSE,100,"TOP",74,2116,219366,49213,0,44826,6863,0,202,783,119,1,0,11381,1082,7350,0,10,0,20,0,2,12,FALSE,9.14776312311183
"22",18,0,0,14266,15,427,"Ivern",0,9,2269,8984,2269,17532,8,6,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11564,13935,"JUNGLE",0,2,6616,3107,2420,3191,7021,3158,3364,35,1,5,"JUNGLE",0,3,1,831,26199,7932,9393,103,0,1,0,0,2,0,13299,4426,15429,2098,"waAcKGwCRb1rJEB63N_AZG3VnWBT5dd5onazKCe6WgubB49Pj22BqPCovrAon18bho5X8gCoyl9cag",0,NA,NA,"NONE",0,68,51,86,71,15,11,6,4,"wJdfXVP-pjjkIO_srFBE_B6OVQK0ib2xle62fg9ADOyC1c4",225,"DazedTheFlamingo",FALSE,100,"JUNGLE",54,2116,333092,14050,9002,26287,12239,6068,36,362,261,7,0,293593,1691,1464,1,10,0,37,7,7,7,FALSE,9.75451265357785
"23",6,0,0,15174,16,246,"Qiyana",0,2,4125,12843,4125,11439,8,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12974,11560,"MIDDLE",0,2,3142,7000,3158,6695,3134,1036,3340,24,3,9,"MIDDLE",0,3,2,760,8802,1426,7156,4,0,1,0,0,3,0,125928,22400,16396,3150,"4dUVKVTgK2VaiwWKEhbOowBApm9xg7-hAS4Iy--s9pqR2ly873GX5bLfom9SyC5w_-oA5GwDWjHUrQ",0,NA,NA,"SOLO",0,101,120,43,7,6,4,5,14,"2-_u2SLsV9xJLXjphLShonuHcPmh5ovTfco8jFg-yjnN6tHY",69,"Noloz",FALSE,100,"MIDDLE",23,2116,140693,24674,0,24632,2545,0,184,111,306,1,0,5962,847,1080,2,10,0,20,2,2,13,FALSE,5.35065732542758
"24",7,0,0,13258,15,21,"MissFortune",0,1,2599,5743,2599,6629,10,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9887,9700,"BOTTOM",0,2,3508,7006,3006,1038,1018,0,3340,21,1,4,"BOTTOM",717,2,1,373,3340,1151,10838,8,0,1,0,0,4,0,85800,11644,9446,4923,"tt7lmE_FWjL4ck79duX9O0zCRS58gbIooMSvYC-cyHvnlw3XArBEYKNNIgeK2kOQUf1GwBW7PM5VgQ",0,NA,NA,"CARRY",0,71,46,30,8,5,4,6,7,"QG0YQz2sCUmqJsrhoAY0OzfnCoHdMseUYZBgcUacbtJBm62k",71,"crispteaa",FALSE,100,"BOTTOM",7,2116,89176,12831,0,20989,3244,639,126,95,214,3,0,36,36,704,1,10,0,27,0,6,11,FALSE,3.34511198846875
"25",8,0,0,11571,14,9,"FiddleSticks",0,2,0,47,0,15537,12,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8807,8650,"UTILITY",0,2,3152,3916,3158,3157,1026,0,3330,19,0,2,"BOTTOM",0,0,1,349,51251,15313,7888,4,0,1,0,0,5,0,2147,396,14780,2076,"jF3wdfN75sNDZK1I9mr7OPZFfBd5hy6iTQeKWnzCQlS8KC508Ytr2VMNnAZDuTpsj_McAEL9sqoKLg",0,NA,NA,"SUPPORT",0,28,24,71,9,4,4,5,14,"Al1G129VjFbg4FkAo_ZGJJUA54AceTo_C1u0lPLaTgCRJ_Dm",71,"chester cho",FALSE,100,"UTILITY",58,2116,66945,16496,0,23680,1315,0,56,511,333,1,0,13546,786,1011,0,10,0,39,0,7,1,FALSE,2.32661733751608
"26",7,1,0,18935,18,234,"Viego",0,6,4961,30062,4961,42752,9,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17656,17350,"TOP",0,0,6333,3026,3153,6672,3053,3111,3340,29,3,15,"MIDDLE",546,3,3,443,12141,4737,22229,51,0,0,0,0,6,0,193428,33691,24919,3494,"WTcUASh7uJQVDTM23LfaNIrEkPeQ6vMnf1P3cuDGU9pjz454phpF_KxIZjR4gpXqbCEh-APqZc8ONw",0,NA,NA,"DUO",0,172,81,69,25,4,12,5,4,"7vvbI-xhTKDMk38n600kX4gWRre8F9GMSd3-snRO0ekEy8Y",183,"Chatmo",FALSE,200,"TOP",37,2116,223458,42928,0,48426,19521,107,184,242,335,2,1,17887,4498,1278,2,5,0,26,7,1,12,TRUE,9.65700815703245
"27",14,0,1,14173,15,80,"Pantheon",0,4,1766,11401,1766,35545,8,4,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11941,10175,"JUNGLE",2,0,6662,1037,3071,3044,1028,3111,3364,23,0,4,"JUNGLE",0,0,1,378,50442,3125,14999,120,0,0,0,0,7,0,94631,9953,25986,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"NONE",0,122,46,48,7,18,11,5,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",245,"Duckyyy",FALSE,200,"JUNGLE",30,2116,153428,14175,0,42497,13898,0,37,999,256,1,0,8353,1095,1511,1,5,0,24,4,1,7,TRUE,6.59868389127798
"28",8,0,0,14721,16,84,"Akali",0,2,1793,1793,1793,16318,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9532,8300,"MIDDLE",0,0,3157,1006,3111,4636,1082,3916,3364,15,1,3,"MIDDLE",0,2,1,443,46637,11019,9143,0,0,0,0,0,8,0,12039,551,17097,746,"s4zejUp0TMLJflwnXqbMMzkYDg38PZx5QGyCwlS1DUpqnuYN1-eD5p6Pxu_xvW4t6fzEUddHoC8DkA",0,NA,NA,"DUO",0,92,16,47,18,5,4,5,14,"LlmSuOLD2GwLyA8di9p_EfTAOzLNjEheIaOoW6jwf0mCpmZA",45,"notKido",FALSE,200,"MIDDLE",0,2116,70523,12397,0,26915,5064,0,103,36,263,1,0,11846,826,674,1,5,0,11,0,3,2,TRUE,3.24330864588239
"29",13,0,2,14845,16,235,"Senna",0,6,11342,29579,11342,11163,7,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15995,13980,"BOTTOM",0,0,0,3006,3094,6672,3036,3124,3363,28,3,12,"BOTTOM",231,5,2,709,1403,628,11347,36,1,0,0,0,9,0,147663,24134,13488,4737,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,90,65,30,8,5,4,6,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",278,"onion head",FALSE,200,"BOTTOM",49,2116,170638,28493,1153,25162,14107,6586,169,275,277,6,0,21572,3730,326,5,5,0,26,3,2,12,TRUE,10.2173221039358
"30",15,0,4,14436,15,7,"Leblanc",0,16,4224,6923,4224,10143,2,8,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12389,10150,"UTILITY",0,0,3853,3157,6656,3916,3020,1026,3364,34,3,10,"BOTTOM",0,4,2,990,59015,22078,8594,16,0,0,1,0,10,0,7934,1132,10414,4918,"GG_f8JuG5XuykXchchEy9gOi8FqgCK2oLx5INAhLlf11XWOa5TOdWcBJsw-tuNuJwUioGrv_yoifZw",0,NA,NA,"SUPPORT",0,65,106,44,29,8,14,5,4,"M-Sr8O_BGkOzJ8F5KCJfF5sv8LV2u-BlfCC9AA9R5uVk-7w",293,"jam cham",FALSE,200,"UTILITY",38,2116,70108,24670,0,19663,6757,0,25,78,65,1,0,3158,1459,653,1,5,0,83,8,2,51,TRUE,8.88636117445379
"31",2,0,0,11646,14,41,"Gangplank",0,1,0,837,0,9110,5,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10519,10125,"TOP",0,0,6632,2033,3033,0,3508,3158,3340,13,1,5,"TOP",697,4,2,645,14102,7333,3539,13,0,0,0,0,1,0,106956,11371,13041,3582,"U4iRcnUjNch7m14IgQw0NcJ-T_AA6R7yD1OfhXJZD3f2CWB3UkMTh-95Hl1dbRlUyaMURHE7cnS1ow",0,NA,NA,"SOLO",0,165,16,105,9,1,12,2,4,"STkr-LrXpVMC8XDrP9KmlKR0GrE47QdNElzft1eQEOZbSbc",318,"FalconPAHHHHHNCH",FALSE,100,"TOP",12,1650,133043,20234,0,16850,4590,0,166,294,104,1,0,11984,1528,269,0,5,0,20,1,3,8,FALSE,4.30966254535054
"32",6,0,0,10797,13,59,"JarvanIV",0,3,0,11871,0,20911,7,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10466,9900,"JUNGLE",0,0,6692,3047,3748,3035,1036,0,3340,21,2,7,"JUNGLE",0,3,1,615,17570,1262,5978,106,0,0,0,0,2,0,91781,9069,21241,4862,"xKzGh418x9pTaHvU1sSilkYgFSO6l6h65QvHQiI_--4QPlBgajKT9AsvwkVmb2wVYIQMKYfYKJqncg",0,NA,NA,"NONE",0,77,36,61,15,15,11,4,4,"XbFHObt5CQ0vfvjIoy4F-4QW-BgWrAVCGKH_O5B7KkCRN8E",165,"Howeyourfelling",FALSE,100,"JUNGLE",10,1650,115701,10936,0,28288,10885,0,38,283,204,1,0,6350,604,1068,0,5,0,19,0,3,8,FALSE,5.33132947839552
