"","assists","baronKills","bountyLevel","champExperience","champLevel","championId","championName","championTransform","consumablesPurchased","damageDealtToBuildings","damageDealtToObjectives","damageDealtToTurrets","damageSelfMitigated","deaths","detectorWardsPlaced","doubleKills","dragonKills","firstBloodAssist","firstBloodKill","firstTowerAssist","firstTowerKill","gameEndedInEarlySurrender","gameEndedInSurrender","goldEarned","goldSpent","individualPosition","inhibitorKills","inhibitorsLost","item0","item1","item2","item3","item4","item5","item6","itemsPurchased","killingSprees","kills","lane","largestCriticalStrike","largestKillingSpree","largestMultiKill","longestTimeSpentLiving","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","neutralMinionsKilled","nexusKills","nexusLost","objectivesStolen","objectivesStolenAssists","participantId","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","profileIcon","puuid","quadraKills","riotIdName","riotIdTagline","role","sightWardsBoughtInGame","spell1Casts","spell2Casts","spell3Casts","spell4Casts","summoner1Casts","summoner1Id","summoner2Casts","summoner2Id","summonerId","summonerLevel","summonerName","teamEarlySurrendered","teamId","teamPosition","timeCCingOthers","timePlayed","totalDamageDealt","totalDamageDealtToChampions","totalDamageShieldedOnTeammates","totalDamageTaken","totalHeal","totalHealsOnTeammates","totalMinionsKilled","totalTimeCCDealt","totalTimeSpentDead","totalUnitsHealed","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","turretKills","turretsLost","unrealKills","visionScore","visionWardsBoughtInGame","wardsKilled","wardsPlaced","win","raph_score"
"2256",3,0,0,10771,13,69,"Cassiopeia",0,4,216,980,216,8795,9,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9302,8885,"TOP",0,1,3040,3191,6653,1052,2420,0,3340,17,1,5,"TOP",0,3,3,416,71658,22350,1066,4,0,0,0,0,6,0,6272,728,15229,4655,"gUtyhsHXQ7cU0GWVsqwbx5iiJ6CgOIhZqN0YrxBZR2s856FtRroMH8DH4QcxRYrkXZvGRmrPDy-SxA",0,NA,NA,"SOLO",0,78,21,272,9,3,12,4,4,"iUPfJBy1pCltViWae5Fli5ApYViMh6HRObHWymEOV2xENo8",224,"DanK Playz LoL",FALSE,200,"TOP",36,1614,82780,23078,0,18104,3331,0,142,274,260,1,1,4850,0,1808,0,8,0,19,2,2,9,FALSE,3.48197659534258
"2257",5,0,0,9202,12,104,"Graves",0,0,0,6677,0,14147,7,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9175,8850,"JUNGLE",0,1,6671,2031,3006,3036,1018,1036,3364,17,0,5,"JUNGLE",196,0,1,786,8713,1290,3780,98,0,0,0,0,7,0,90797,12481,20844,4858,"gYlPnyH5IyLTuFRMBqSXLgk5BZd47vW8Z2kWo9CqbZWGlI8cnv2vDpbWqgApadR3x2pcoKJh508YEQ",0,NA,NA,"NONE",0,57,22,29,8,14,11,3,4,"Stza15Hyy1vF_mzEhLandaj8yh1sKJ6V0KDRo_Jdc2o5mbM",343,"SamFury",FALSE,200,"JUNGLE",17,1614,109374,14759,0,24856,8025,0,23,384,191,1,0,9864,988,232,0,8,0,11,0,5,1,FALSE,4.06593096668126
"2258",2,0,0,10133,13,7,"Leblanc",0,3,450,985,450,8949,5,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6684,6575,"MIDDLE",0,1,2033,3191,6655,3020,1082,0,3340,14,0,1,"MIDDLE",0,0,1,879,37815,5023,1082,0,0,0,0,0,8,0,16381,773,12420,0,"ZnPCLEfVAisj0VCuVp5YeBLv1GgMXDaNr4OdyIEF2Dtndk3YKof91pdmirne8B43uQM5F5BiZAobqw",0,NA,NA,"SOLO",0,56,94,25,22,3,14,3,4,"W1Zvt6kAK8YuG3y89Rb9jGAytS9_d_N2SO-HivgO46_MY7c",171,"benk122",FALSE,200,"MIDDLE",11,1614,60214,6255,0,14547,681,0,122,20,137,1,0,6018,458,1044,0,8,0,14,3,0,12,FALSE,2.29809560407938
"2259",3,0,0,9032,12,360,"Samira",0,2,0,0,0,11885,10,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7845,7625,"BOTTOM",0,1,1055,6673,3047,1037,3134,1018,3340,20,0,2,"BOTTOM",367,0,1,331,5377,1548,2630,0,0,0,0,0,9,0,54480,8138,15839,4022,"q4PzB3ZEVCo902wNqTMY8MBDSowxHIam8sCSLxm34HmT3DZDgC1HabJAGWpaj5r1ApNUAyeFRDYN1g",0,NA,NA,"CARRY",0,68,13,11,4,5,7,4,4,"sewCVHpBFbKQ-PdRRISwrwOhmmCGB0U0V3a_hoZ6r33vDDI",109,"icedOJ",FALSE,200,"BOTTOM",1,1614,59857,9687,0,19463,2924,554,159,2,280,3,0,0,0,994,0,8,0,10,0,2,4,FALSE,1.55323423867085
"2260",9,0,0,7547,11,497,"Rakan",0,7,0,0,0,18339,6,4,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,6741,6625,"UTILITY",0,1,3860,3067,3190,3114,3117,2055,3364,20,0,1,"BOTTOM",0,0,1,788,7683,4232,1780,0,0,0,0,0,10,0,5446,1555,13762,4834,"yMRsuSWIeWrB1YCDlIDeKPSRTkQzYgF5FE9mAi6UjLfkW6hkf4JHE_qMRKsjujzfylihmujk0S02Rg",0,NA,NA,"SUPPORT",0,38,24,40,7,5,14,3,4,"0K6IwylQX78Qp3ZtJvNf0Zek0-utpYEBQr9WGhxYZti2qZs",68,"jrjrsbrother",FALSE,200,"UTILITY",22,1614,17955,6464,3384,15872,2365,814,36,63,149,4,0,4826,675,330,0,8,0,50,5,7,19,FALSE,4.11398066598398
"2261",10,0,0,17762,17,79,"Gragas",0,4,3341,13776,3341,36783,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13647,13735,"TOP",0,0,3157,3158,6656,3041,3102,1058,3364,21,1,7,"TOP",0,7,1,1641,175291,20626,11426,20,0,0,0,0,1,0,17859,1314,16029,588,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"SOLO",0,279,124,95,17,5,4,3,12,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",261,"onion head",FALSE,100,"TOP",44,2112,193151,21941,0,28324,15921,0,211,452,73,1,0,0,0,868,1,3,0,15,1,1,6,FALSE,8.27616416730636
"2262",21,0,0,18290,17,20,"Nunu",0,2,0,24383,0,63252,1,2,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,14428,10750,"JUNGLE",0,0,3068,2031,3742,3047,3065,0,3364,16,1,6,"JUNGLE",0,6,1,1665,91847,11922,14542,167,0,0,0,0,2,0,33410,2308,30267,4834,"yMRsuSWIeWrB1YCDlIDeKPSRTkQzYgF5FE9mAi6UjLfkW6hkf4JHE_qMRKsjujzfylihmujk0S02Rg",0,NA,NA,"NONE",0,113,69,317,13,21,11,5,4,"0K6IwylQX78Qp3ZtJvNf0Zek0-utpYEBQr9WGhxYZti2qZs",68,"jrjrsbrother",FALSE,100,"JUNGLE",45,2112,207207,15688,0,46493,31788,0,53,584,49,1,0,81949,1458,1683,0,3,0,30,2,10,3,FALSE,11.5423260684141
"2263",10,0,1,16963,17,39,"Irelia",0,4,3221,13589,3221,42262,3,4,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,16030,14850,"MIDDLE",0,0,2033,3153,3053,3111,3091,6333,3340,19,2,7,"MIDDLE",0,3,1,871,33999,5212,8074,35,0,0,0,0,3,0,171410,7938,20589,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SOLO",0,257,26,74,6,3,14,5,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",232,"Duckyyy",FALSE,100,"MIDDLE",16,2112,219688,13389,0,33779,14480,0,236,104,120,1,0,14278,238,5114,3,3,0,31,4,0,13,FALSE,7.70583286921028
"2264",6,1,4,16117,16,119,"Draven",0,4,8907,23589,8907,20020,9,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16927,15000,"BOTTOM",1,0,1055,3181,6676,3111,6672,3031,3340,23,4,17,"BOTTOM",1162,5,4,431,0,0,13835,19,0,0,0,0,4,0,171905,32391,16853,3545,"b0C-LLqXd_n5uxNVK4eDC9E4kpm5xN4ofVdNErmtGZhH3d2BG_QC9UmIKpUT1fpXZnAMq4jPT49L-Q",1,NA,NA,"CARRY",0,99,105,21,10,6,7,4,4,"XrsDC0ItC2HtJBE9LlP7teVq9PzA3Ucz9relfOpAJ1TYYoxVyIwex4xsqw",30,"Quransalesmen",FALSE,100,"BOTTOM",15,2112,180004,34778,0,33135,12894,341,168,136,289,3,1,8098,2386,2446,4,3,0,12,0,5,5,FALSE,9.52238857613414
"2265",16,0,0,11212,13,53,"Blitzcrank",0,4,0,1276,0,34982,6,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8190,7550,"UTILITY",0,0,3109,3190,3857,3111,3082,1029,3364,22,0,1,"BOTTOM",0,0,1,571,13910,6898,8061,2,0,0,0,0,5,0,11483,3215,18908,3590,"xKzGh418x9pTaHvU1sSilkYgFSO6l6h65QvHQiI_--4QPlBgajKT9AsvwkVmb2wVYIQMKYfYKJqncg",0,NA,NA,"SUPPORT",0,36,29,32,17,4,12,5,4,"XbFHObt5CQ0vfvjIoy4F-4QW-BgWrAVCGKH_O5B7KkCRN8E",155,"Howeyourfelling",FALSE,100,"UTILITY",43,2112,30540,10113,1516,27687,2480,0,35,133,170,1,0,5147,0,717,0,3,0,53,2,3,23,FALSE,4.74787520563056
"2266",4,0,0,15960,16,106,"Volibear",0,5,2958,8484,2958,41140,8,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,11971,11725,"TOP",0,1,3111,6664,3157,3115,3057,3113,3364,29,0,2,"TOP",0,0,1,541,136527,14098,13724,16,0,0,0,0,6,0,42491,8345,15622,3456,"nJnt0W4f_4OtUYoo7SxrPcdFmJWphrZVz3lvy6SNF7BvPJhf_5FM2di3tl_9vd6gwD269h33ev7l-Q",0,NA,NA,"SOLO",0,59,73,66,8,4,12,6,4,"xD9VxV-olOaMxHj-XelcbYQbueLS7oA-dhd6V9MAhIjWsK8",268,"Slime Me Up",FALSE,200,"TOP",26,2112,184765,22981,0,31274,4618,0,211,286,291,1,0,5746,536,1926,2,9,0,16,1,0,7,TRUE,4.0505406971293
"2267",5,0,0,10894,13,104,"Graves",0,2,609,19736,609,13568,11,2,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9600,9450,"JUNGLE",0,1,3006,6671,2031,6676,1038,0,3364,22,0,1,"JUNGLE",238,0,1,526,7108,1406,8612,91,0,0,0,0,7,0,89698,12849,16460,539,"6QQPRznB9nWyh7tOIYtzzzrcpgrhkfO78dUb-nTfMuG0JY7VQE3m08sXHhBp6vzFFPkvDi8D1PH4RQ",0,NA,NA,"NONE",0,72,36,35,11,21,11,5,4,"atbIl0DwiYu11FGZNu5GPqcQOkAls_EHhsp4v2Yc1vkq_Yg",208,"Dab Me Up Fam",FALSE,200,"JUNGLE",25,2112,108533,16093,0,25477,5124,0,18,393,302,1,0,11726,1837,405,0,9,0,10,2,1,3,TRUE,3.65788042178959
"2268",4,0,0,13412,15,1,"Annie",0,5,529,833,529,10942,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9526,9300,"MIDDLE",0,1,3135,6655,3020,1026,3916,0,3340,21,0,1,"MIDDLE",58,0,1,403,84578,20440,8584,0,0,0,0,0,8,0,9311,1281,10547,2073,"tpQRKB7bs8I7YItS05vRk96te_ER-RpjSWfEL_bplYKBlEHf6GVbAM9JVTmDkUpwjoDHQgUButr1Cg",0,NA,NA,"SOLO",0,154,56,76,226,6,14,5,4,"qi71LXME2i_8zaPd_9Txez5HgQaPnYEzAsu1Hc3aLIxbNDo",281,"Muffinmawn",FALSE,200,"MIDDLE",40,2112,95999,23832,1025,19791,771,0,162,243,241,1,0,2110,2110,660,0,9,0,13,0,2,7,TRUE,2.63022795114408
"2269",7,1,0,16586,17,15,"Sivir",0,2,2476,12549,2476,10321,6,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16566,16550,"BOTTOM",0,1,3158,6691,3042,6694,6676,3814,3363,27,2,9,"BOTTOM",621,3,2,774,0,0,5795,20,0,0,0,0,9,0,252659,38998,14061,642,"_VrCzYmY7OMAMmBrYe4vGeLnjvFym7Labbj7gzz8R42KpxxlpyXTHtnVL6Nsn03tFcSQU3nF87ZzHQ",0,NA,NA,"SOLO",0,169,85,27,13,7,7,5,4,"3eZWj4jlUlbquxn3UecjbCu8bIq1o7OgMUf6dR0tWmUNZ4U",225,"sIater",FALSE,200,"BOTTOM",5,2112,254717,41056,0,20309,7821,771,263,68,128,2,0,2058,2058,452,1,9,0,16,0,2,8,TRUE,6.65311383763515
"2270",8,0,0,13206,15,45,"Veigar",0,8,1155,6751,1155,25093,5,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11831,11050,"UTILITY",0,1,3190,3742,3860,4401,3024,3158,3364,26,3,7,"JUNGLE",0,3,1,768,48274,16687,10119,8,0,0,0,0,10,0,7049,1500,12624,3156,"mNfzuEUN0Ral7lv1HgaspXs9Jw8L0R_ZSEuQYbQSv7SbZHC_7HxlQ_7KekS8j1qSj6Vq_i9PC2fqOw",0,NA,NA,"NONE",0,133,91,60,14,9,3,7,4,"WZHAQMdlmP7ojwHYrV5o2TWRuVn_aMGkAo50OUikggqYRkk",338,"Silverhammer",FALSE,200,"UTILITY",56,2112,61535,18490,1459,23382,1198,0,59,203,132,1,0,6211,303,639,0,9,0,67,6,6,30,TRUE,6.17573498591886
"2271",33,0,1,24850,18,150,"Gnar",0,7,11426,36333,11426,85160,5,1,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23151,18975,"TOP",0,1,6631,3193,3053,3047,3742,3075,3364,27,3,18,"TOP",23,6,2,760,48250,14611,11664,28,1,0,0,0,1,0,235128,44550,42159,3522,"Gy77b_poYcWHNqq3wUxY8BUiut5WiuJpjiVHYgzjOifbDmiNydJVzSCjSdxH79UePtEReRcVOQSvhg",0,NA,NA,"SOLO",0,218,48,54,15,7,4,3,12,"X2OF3DkTNLzqRDJPd7HWD4_6Q6qjCLyvVEL123gw0AadinM",184,"MiloMystic",FALSE,100,"TOP",81,2650,290890,60122,0,57675,21345,0,238,745,200,1,0,7511,960,3851,5,7,0,18,1,3,5,TRUE,14.7081312716432
"2272",35,0,0,19309,18,20,"Nunu",0,0,134,10377,134,79041,15,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15002,13500,"JUNGLE",0,1,3068,3143,3075,3742,3047,1028,3364,27,1,5,"JUNGLE",24,4,1,487,86284,19105,9865,154,0,0,0,0,2,0,20754,1296,43011,7,"z_Bganvf_rvcVi49BKtPsEYf0WT40L7-uRDCwjtP6m0_nqI5VEMJ2_U2I4ArPNxngMemf30H1wUigA",0,NA,NA,"NONE",0,92,85,235,19,3,4,24,11,"jtB8056LeV93nlFDnXm4yNc_oKvHlAk6QK3ij3C24IN6VxD_",61,"HoboGoblin313",FALSE,100,"JUNGLE",58,2650,163658,20958,0,56064,17607,0,22,552,546,1,0,56620,556,3187,1,7,0,18,0,3,5,TRUE,8.23621787867896
"2273",25,0,1,19493,18,63,"Brand",0,3,706,11560,706,16729,13,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15064,13525,"MIDDLE",0,1,1082,0,0,0,0,0,3340,25,1,9,"MIDDLE",0,3,1,366,171108,46540,3609,2,0,0,0,0,3,0,12903,810,23161,4745,"fGoimxE-uT7DE2BAvceQ9qkIPkFa5746TAYr3JF-Uo9MxGEYLyoBhTzWfaX9o7d_TVfdaJM7bET10A",0,NA,NA,"SOLO",0,69,110,87,18,4,4,5,14,"Q7Hxok9IvWuLsyk3eLXo3NokJWfobakS9hYV_5ArEr8RZkE",170,"Smokystew",FALSE,100,"MIDDLE",27,2650,189802,48057,0,28515,3028,0,169,52,468,1,0,5790,706,1744,0,7,0,31,1,4,15,TRUE,6.5922814945452
"2274",26,1,1,20931,18,202,"Jhin",0,5,6616,27848,6616,15423,9,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19253,17825,"BOTTOM",0,1,6671,3009,3031,3026,3094,6676,3363,31,2,13,"BOTTOM",2060,5,2,692,8609,4248,7272,38,0,0,0,0,4,0,218009,26965,24458,9,"UUXZX5iX4cLvWwnXw1gfvoufIN3slDilCKTLGMbiAo9mr0un3Ac877lZtVDPRmXMEH_2NMrSahqwCA",0,NA,NA,"CARRY",0,119,69,12,42,6,7,5,4,"Ktw7I-g8MJcxgsJmHVRvuT2_LhuC4YW5-S2C7ifGC7RiQY5p",36,"KenGriffeyJrJr",FALSE,100,"BOTTOM",21,2650,232088,31504,0,32837,9321,779,181,71,273,4,0,5469,290,1107,2,7,0,19,3,2,12,TRUE,10.1591487826427
"2275",18,0,0,18122,17,555,"Pyke",0,20,2287,10829,2287,18285,10,9,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18155,15900,"UTILITY",2,1,3857,3142,4643,3009,6691,3179,3364,40,3,15,"BOTTOM",0,6,2,591,0,0,7223,4,0,0,0,0,5,0,43877,18327,26741,4661,"FT_4R9B7HEPLtvb4vOBWIpZQ6D8kTRJx3-QpYJYRoFpESmIERbA5l7vP6HRmnmRKNoj1djwMQkUSuw",0,NA,NA,"SUPPORT",0,83,106,72,22,7,4,9,14,"z6qUESN0xAHPy9h_1WxLf0pZzPeZuVpCgPnzbcnywA4BBMSy",156,"Lyrune",FALSE,100,"UTILITY",53,2650,60725,25040,0,35217,11111,0,60,169,305,1,0,16848,6713,1252,0,7,0,117,3,16,48,TRUE,9.38592582718433
"2276",12,0,0,20195,18,62,"MonkeyKing",0,2,5317,5773,5317,46014,15,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15534,14150,"TOP",1,2,3047,3026,6632,3074,3053,0,3340,30,1,7,"TOP",0,2,1,335,31487,6114,23696,6,0,1,0,1,6,0,133040,20237,29106,4855,"ARe9GYWB5RCW1nOrBOW4uoiwbxM55LSbgKQEcCKMUgjVfk3HDm71VSEsAgTFGmQzLrYBnUzm10qfNg",0,NA,NA,"SOLO",0,115,43,101,25,5,12,7,4,"DYmLvD94Fg7hY2r9TPOOdusaXoAh0jCBCuaPQYN87MHsag0",199,"DarkLordCthulhu",FALSE,200,"TOP",27,2650,172991,26567,0,54453,14009,0,190,91,556,1,0,8464,216,1650,2,8,0,15,0,2,7,FALSE,4.97389851200852
"2277",13,0,0,15107,16,421,"RekSai",0,3,2125,16619,2125,31001,15,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12018,11600,"JUNGLE",0,2,3111,6693,3814,3053,1031,0,3340,25,0,3,"JUNGLE",0,0,1,409,7079,229,11660,116,0,1,0,0,7,0,116408,16183,31684,666,"BKn5sPEdTpJJmYoS4lb-va8Hv62Bgn2UTVqaVlmYToBTlQUucfVmh7qU4J2YfebiMpkC8wp3_eL5XQ",0,NA,NA,"NONE",0,171,80,83,12,7,4,18,11,"-lHlrjIDiuB72MgZZjitMeajzxN3tHPmtTIo3nqRPrmnMWI",119,"AmosMoses",FALSE,200,"JUNGLE",21,2650,148665,17406,0,44960,14826,0,31,247,523,1,0,25177,994,1614,1,8,0,24,0,3,11,FALSE,4.73297669723664
"2278",11,1,0,19706,18,91,"Talon",0,1,3092,15809,3092,25211,9,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16905,16325,"MIDDLE",0,2,6694,6693,6695,3158,3814,3053,3364,29,2,13,"MIDDLE",781,7,1,1037,743,251,16919,48,0,1,1,0,8,0,230468,35926,20514,786,"1EDiHSiLekB2KeoblKtMpLOAdLb5o9uojYdznB4cMaTnuG3cWcg5zmCx-dg_NHrs0-jizdpGjZRv1w",0,NA,NA,"SOLO",0,90,200,119,21,12,14,6,4,"bnqqHD3q_U34sSKR15Fk2G2340mlmRDk2QDlxWKASHAILHU",171,"KdubSF",FALSE,200,"MIDDLE",10,2650,235844,39067,0,38596,6069,0,175,331,381,1,0,4633,2888,1163,1,8,0,23,1,4,11,FALSE,8.06470809862344
"2279",11,0,0,23503,18,145,"Kaisa",0,9,7585,12626,7585,24750,11,2,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,26242,24625,"BOTTOM",0,2,3031,6672,3036,3006,6676,3085,3340,33,6,25,"BOTTOM",870,5,4,597,33318,16821,14816,63,0,1,0,0,9,0,250430,42221,25919,4834,"yMRsuSWIeWrB1YCDlIDeKPSRTkQzYgF5FE9mAi6UjLfkW6hkf4JHE_qMRKsjujzfylihmujk0S02Rg",1,NA,NA,"CARRY",0,107,70,106,14,6,7,4,4,"0K6IwylQX78Qp3ZtJvNf0Zek0-utpYEBQr9WGhxYZti2qZs",68,"jrjrsbrother",FALSE,200,"BOTTOM",9,2650,295963,65165,0,43013,12485,285,233,112,435,2,1,12215,6121,2277,3,8,0,33,3,5,15,FALSE,11.3468920526453
"2280",23,0,0,16652,17,89,"Leona",0,17,934,1220,934,51444,10,12,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12328,10900,"UTILITY",0,2,3117,3050,2055,3860,3075,3068,3364,36,1,4,"BOTTOM",20,2,1,1016,32963,11408,19700,1,0,1,0,1,10,0,7231,1778,18491,1643,"jPLD5Hm47Aps0ZEFemlgttC7rD-Ef8rAUhynXflDbWMY1aLfLnk4MQfh0NE4_cT9LVcUgK-9b4sDlw",0,NA,NA,"SUPPORT",0,65,49,46,19,17,4,9,14,"U3Im-94WtVwvybYW3CidVBef8CZf2RLyu-5XSUzMKNLUPmk",142,"Aurum Potestas",FALSE,200,"UTILITY",72,2650,47195,14108,0,40710,3732,0,52,147,384,1,0,7000,921,2518,0,8,0,107,14,14,44,FALSE,7.57187336195854
"2281",4,0,1,14913,16,31,"Chogath",0,1,11819,14188,11819,35495,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11721,10850,"TOP",1,0,3083,6662,3047,3075,0,0,3340,20,1,5,"TOP",18,3,1,627,91180,10762,3823,0,0,0,0,0,1,0,40183,3770,21559,744,"xpS_nFWsL4BqV9TnOyuFnDjtwj5tYCgXVQRgpLS1Eu5borNyBJriD7wteNDKeerGzYAaU5WYU9W8Ug",0,NA,NA,"SOLO",0,58,13,79,13,4,4,3,12,"caj0VWaC9N5NqbY1wNtolavdcbxEMVAguRvDuGiI0VXZPDWT",141,"Shwooopz",FALSE,100,"TOP",60,1600,148874,16639,0,27655,8916,0,186,1783,84,1,0,17510,2106,2271,5,2,0,11,0,0,7,TRUE,7.04959707627289
"2282",7,0,1,12785,14,79,"Gragas",0,3,152,15373,152,14421,2,0,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9621,8000,"JUNGLE",0,0,3020,6655,4637,0,0,0,3340,13,1,4,"JUNGLE",0,2,1,1156,91746,7583,5040,135,0,0,0,0,2,0,22741,723,15585,3590,"xKzGh418x9pTaHvU1sSilkYgFSO6l6h65QvHQiI_--4QPlBgajKT9AsvwkVmb2wVYIQMKYfYKJqncg",0,NA,NA,"NONE",0,140,106,54,8,17,11,4,4,"XbFHObt5CQ0vfvjIoy4F-4QW-BgWrAVCGKH_O5B7KkCRN8E",150,"Howeyourfelling",FALSE,100,"JUNGLE",12,1600,128462,9055,0,21144,11734,0,24,442,78,1,0,13974,748,517,0,2,0,21,0,2,8,TRUE,6.55460893837983
"2283",5,0,5,13556,15,55,"Katarina",0,4,2092,4559,2092,14413,2,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,12042,9755,"MIDDLE",0,0,1054,3153,3047,6672,3191,0,3364,23,2,10,"MIDDLE",386,5,4,1132,64412,9961,3593,12,0,0,0,0,3,0,42098,7604,15342,4834,"yMRsuSWIeWrB1YCDlIDeKPSRTkQzYgF5FE9mAi6UjLfkW6hkf4JHE_qMRKsjujzfylihmujk0S02Rg",1,NA,NA,"SOLO",0,71,44,0,8,3,14,3,4,"0K6IwylQX78Qp3ZtJvNf0Zek0-utpYEBQr9WGhxYZti2qZs",67,"jrjrsbrother",FALSE,100,"MIDDLE",5,1600,110771,19750,0,20894,4222,0,135,65,78,1,1,4260,2185,1959,2,2,0,13,3,0,7,TRUE,7.45472007203646
"2284",7,0,3,13650,15,15,"Sivir",0,5,7779,16155,7779,5527,2,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11892,9575,"BOTTOM",2,0,3508,3006,6671,3086,1036,1055,3340,19,2,5,"BOTTOM",438,3,1,657,885,885,1677,9,1,0,0,0,4,0,182585,11258,10533,588,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,70,52,12,7,3,4,3,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",257,"onion head",FALSE,100,"BOTTOM",0,1600,183471,12144,0,12352,2980,240,237,0,57,2,0,0,0,140,3,2,0,30,3,0,11,TRUE,6.60979463379758
"2285",6,0,0,9073,12,143,"Zyra",0,9,1926,3263,1926,4207,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7561,7175,"UTILITY",0,0,3853,6653,2421,2055,3108,3020,3364,24,0,1,"BOTTOM",0,0,1,1192,45010,9570,1593,16,0,0,0,0,5,0,5689,335,6589,4781,"GG_f8JuG5XuykXchchEy9gOi8FqgCK2oLx5INAhLlf11XWOa5TOdWcBJsw-tuNuJwUioGrv_yoifZw",0,NA,NA,"SUPPORT",0,62,70,51,8,3,14,3,4,"M-Sr8O_BGkOzJ8F5KCJfF5sv8LV2u-BlfCC9AA9R5uVk-7w",280,"jam cham",FALSE,100,"UTILITY",16,1600,51141,10348,0,8557,834,0,31,165,146,1,0,442,442,374,1,2,0,43,5,2,17,TRUE,3.9300552186405
"2286",0,0,0,14805,16,234,"Viego",0,2,4176,7962,4176,16658,6,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11483,10860,"TOP",0,3,1037,6672,3111,3153,3044,1028,3340,18,1,6,"TOP",465,4,2,395,6194,928,12519,11,0,1,0,0,6,0,136839,16742,12423,3041,"xj_rIayQ6e6g6P47csV95auYXoAVBtR8XPFzuuATgFEYgcHns6qFsDAZXc9D-36TyYX-A0NNu8RuHg",0,NA,NA,"SOLO",0,141,28,18,5,2,4,3,14,"Gzf46Z_UHl5WJch7Y9vN7HxHhQMzrh9l3hasFWKSF_3DejA",161,"Krakèn",FALSE,200,"TOP",7,1600,156052,19308,0,28050,8638,0,189,95,178,1,0,13017,1637,3108,1,11,0,11,2,0,7,FALSE,4.0421643282858
